current_official_name_of_satellite,country_of_operator_owner,operator_owner,users,purpose,class_of_orbit,type_of_orbit,perigee_km,apogee_km,perigee_km,launch_mass_kg,date_of_launch,expected_lifetime_yrs,launch_vehicle,norad_number,launch_year
Badr 5,Multinational,arab satellite communications org. (asco),Government,Communications,GEO,Unknown,35.834,35.883,35.834,5.42,2010-06-03,15.0,Proton Family,36592,2010
Badr 5A,Multinational,arab satellite communications org. (asco),Government,Communications,GEO,Unknown,35.605,35.623,35.605,4.94,2010-06-26,15.0,Ariane Family,36745,2010
Badr 6,Multinational,arab satellite communications org. (asco),Government,Communications,GEO,Unknown,35.768,35.805,35.768,3.4,2008-07-07,15.0,Ariane Family,33154,2008
Badr 7,Multinational,arab satellite communications org. (asco),Government,Communications,GEO,Unknown,35.768,35.817,35.768,5.5,2015-11-10,15.0,Ariane Family,41029,2015
Bangabandhu 1,Bangladesh,bangladesh telecommunication regulatory commission (btrc),Government,Communications,GEO,Unknown,35.778,35.793,35.778,3.5,2018-05-11,15.0,SpaceX Falcon,43463,2018
Baoyun,China,tianyi research institute,Civil,Unknown,LEO,Sun-Synchronous,472.0,502.0,472.0,20.0,2021-12-06,4.0,Ceres Family,49814,2021
Cosmos 2503,Russia,ministry of defense,Military,Earth Observation,LEO,Sun-Synchronous,570.0,586.0,570.0,4.0,2015-02-27,5.0,Soyuz Family,40420,2015
Cosmos 2515,Russia,ministry of defense,Military,Earth Observation,LEO,Sun-Synchronous,549.0,594.0,549.0,4.0,2016-03-24,5.0,Soyuz Family,41394,2016
Cosmos 2556,Russia,ministry of defense,Military,Earth Observation,LEO,Sun-Synchronous,337.0,556.0,337.0,3.7,2022-05-19,5.0,Soyuz Family,52713,2022
Cosmos 2567,Russia,ministry of defense,Military,Earth Observation,LEO,Sun-Synchronous,501.0,514.0,501.0,3.7,2023-03-23,5.0,Soyuz Family,55978,2023
BB-1,USA,space development agency,Military,Technology Demonstration,LEO,Polar,938.0,951.0,938.0,300.0,2023-04-02,4.0,SpaceX Falcon,56171,2023
BB-2,USA,space development agency,Military,Technology Demonstration,LEO,Polar,939.0,950.0,939.0,300.0,2023-04-02,4.0,SpaceX Falcon,56170,2023
BDSAT,Czech Republic,central european institute of technology,Government,Technology Demonstration,LEO,Sun-Synchronous,497.0,509.0,497.0,1.0,2022-04-01,4.0,SpaceX Falcon,52175,2022
BDSAT-2,Czech Republic,central european institute of technology,Civil,Communications,LEO,Sun-Synchronous,515.0,537.0,515.0,2.0,2023-01-03,4.0,SpaceX Falcon,55098,2023
Beesat-5,Germany,technical university berlin,Civil,Technology Demonstration,LEO,Sun-Synchronous,535.0,558.0,535.0,1.0,2021-03-22,4.0,Soyuz Family,48083,2021
Beesat-6,Germany,technical university berlin,Civil,Technology Demonstration,LEO,Sun-Synchronous,535.0,562.0,535.0,1.0,2021-03-22,4.0,Soyuz Family,47957,2021
Beesat-7,Germany,technical university berlin,Civil,Technology Demonstration,LEO,Sun-Synchronous,535.0,562.0,535.0,1.0,2021-03-22,4.0,Soyuz Family,48084,2021
Beesat-8,Germany,technical university berlin,Civil,Technology Demonstration,LEO,Sun-Synchronous,535.0,556.0,535.0,1.0,2021-03-22,4.0,Soyuz Family,48085,2021
Beesat-9,Germany,technical university berlin,Civil,Technology Development,LEO,Sun-Synchronous,514.0,546.0,514.0,1.0,2019-07-05,4.0,Soyuz Family,44412,2019
Beidou 2-12,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.46,21.595,21.46,2.2,2012-04-28,8.0,Long March Family,38250,2012
Beidou 2-13,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.452,21.603,21.452,2.2,2012-04-28,8.0,Long March Family,38251,2012
Beidou 2-15,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.477,21.574,21.477,3.8,2012-09-18,8.0,Long March Family,38775,2012
Beidou 2-16,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.775,35.799,35.775,3.8,2012-10-25,8.0,Long March Family,38953,2012
Beidou 2-17,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.676,35.89,35.676,4.2,2016-03-30,8.0,Long March Family,41434,2016
Beidou 2-18,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.776,35.794,35.776,3.8,2016-06-12,8.0,Long March Family,41586,2016
Beidou 3I-1S,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.796,36.781,35.796,4.2,2015-03-30,8.0,Long March Family,40549,2015
Beidou 3I-2S,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.606,35.953,35.606,4.2,2015-09-29,8.0,Long March Family,40938,2015
Beidou 3M-1S,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.52,21.549,21.52,800.0,2015-07-25,8.0,Long March Family,40748,2015
Beidou 3M-2S,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.521,21.55,21.521,800.0,2015-07-25,8.0,Long March Family,40749,2015
Beidou 3-M1,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.506,21.549,21.506,800.0,2017-11-05,8.0,Long March Family,43001,2017
Beidou 3-23,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.509,21.561,21.509,800.0,2019-09-22,8.0,Long March Family,44542,2019
Beidou 3-24,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.515,21.554,21.515,800.0,2019-09-22,8.0,Long March Family,44543,2019
Beidou 3-25,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.541,22.549,21.541,800.0,2017-11-05,8.0,Long March Family,43002,2017
Beidou DW 26,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.514,21.541,21.514,800.0,2018-01-11,8.0,Long March Family,43107,2018
Beidou DW 27,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.516,21.539,21.516,800.0,2018-01-11,8.0,Long March Family,43108,2018
Beidou DW 28,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.508,21.547,21.508,800.0,2018-02-12,8.0,Long March Family,43207,2018
Beidou DW 29,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.504,21.551,21.504,800.0,2018-02-12,8.0,Long March Family,43208,2018
Beidou DW 30,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.521,21.533,21.521,800.0,2018-03-29,8.0,Long March Family,43246,2018
Beidou DW 31,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.542,22.191,21.542,800.0,2018-03-29,8.0,Long March Family,43245,2018
Beidou DW 32,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.691,35.876,35.691,800.0,2018-07-09,8.0,Long March Family,43539,2018
Beidou DW 33,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.509,21.545,21.509,800.0,2018-07-29,8.0,Long March Family,43581,2018
Beidou DW 34,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.516,21.538,21.516,800.0,2018-07-29,8.0,Long March Family,43582,2018
Beidou DW 35,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.514,21.54,21.514,800.0,2018-08-24,8.0,Long March Family,43602,2018
Beidou DW 36,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.518,21.537,21.518,800.0,2018-08-24,8.0,Long March Family,43603,2018
Beidou DW 37,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.533,22.193,21.533,800.0,2018-09-19,8.0,Long March Family,43622,2018
Beidou DW 38,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.513,21.541,21.513,800.0,2018-09-19,8.0,Long March Family,43623,2018
Beidou DW 39,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.541,22.195,21.541,800.0,2018-10-15,8.0,Long March Family,43647,2018
Beidou DW 40,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.537,22.195,21.537,800.0,2018-10-15,8.0,Long March Family,43648,2018
Beidou DW 41,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.776,35.795,35.776,800.0,2018-11-01,8.0,Long March Family,43683,2018
Beidou DW 42,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.523,22.194,21.523,800.0,2018-11-18,8.0,Long March Family,43706,2018
Beidou DW 43,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.531,22.194,21.531,800.0,2018-11-18,8.0,Long March Family,43707,2018
Beidou DW 44,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.711,35.847,35.711,800.0,2019-04-20,8.0,Long March Family,44204,2019
Beidou DW 45,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.773,35.799,35.773,800.0,2019-05-17,8.0,Long March Family,44231,2019
Beidou DW 46,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.739,35.838,35.739,800.0,2019-06-24,8.0,Long March Family,44337,2019
Beidou 3 IGSO-3,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.681,35.896,35.681,4.2,2019-11-05,8.0,Long March Family,44709,2019
Beidou DW 50,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.542,22.194,21.542,800.0,2019-11-23,8.0,Long March Family,44793,2019
Beidou DW 51,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.537,22.192,21.537,800.0,2019-11-23,8.0,Long March Family,44794,2019
Beidou DW 52,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.369,21.561,21.369,800.0,2019-12-16,8.0,Long March Family,44864,2019
Beidou DW 53,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,MEO,Non-Polar Inclined,21.53,22.108,21.53,800.0,2019-12-16,8.0,Long March Family,44865,2019
Beidou DW 55,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.764,35.809,35.764,800.0,2020-06-23,8.0,Long March Family,45807,2020
Beidou G3,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.776,35.797,35.776,2.2,2020-03-09,8.0,Long March Family,45344,2020
Beidou G4,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.764,35.809,35.764,6.0,2010-10-31,8.0,Long March Family,37210,2010
Beidou G5,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.776,35.799,35.776,2.3,2012-02-24,8.0,Long March Family,38091,2012
Beidou IGSO-1,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.67,35.893,35.67,4.2,2010-07-31,8.0,Long March Family,36828,2010
Beidou IGSO-2,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.717,35.817,35.717,4.2,2010-12-17,8.0,Long March Family,37256,2010
Beidou IGSO-3,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.693,37.872,35.693,4.2,2011-04-09,15.0,Long March Family,37384,2011
Beidou IGSO-4,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.708,35.879,35.708,4.2,2011-07-26,8.0,Long March Family,37763,2011
Beidou IGSO-5,China,chinese ministry of national defense,Government/Military,Global Positioning/Navigation,GEO,Unknown,35.708,35.864,35.708,4.2,2011-12-01,8.0,Long March Family,37948,2011
Beijing-3,China,21st century aerospace technology (21at),Commercial,Earth Observation,LEO,Sun-Synchronous,487.0,502.0,487.0,199.87465311986864,2021-06-11,4.0,Long March Family,48840,2021
BeijinGalaxy-1,China,beijing landview mapping information technology co. ltd (blmit),Commercial,Earth Observation,LEO,Sun-Synchronous,681.0,703.0,681.0,166.0,2005-10-27,7.0,Kosmos 3M,28890,2005
Beiyou-1,China,"changsha tianyi space science and technology research institute co., ltd. (spacety)",Commercial,Earth Observation,LEO,Sun-Synchronous,479.0,494.0,479.0,50.0,2023-01-15,4.0,Long March Family,55257,2023
Belintersat-1,Belarus,belintersat,Government,Communications,GEO,Unknown,35.779,35.792,35.779,5.223,2016-01-15,15.0,Long March Family,41238,2016
Bispectral InfraRed Detector 2 (Bird 2),Germany,institute of space sensor technology and planetary exploration,Civil/Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,500.0,521.0,500.0,92.0,2001-10-22,4.0,ISRO PSLV,26959,2001
Birkeland ,Norway,norwegian defence research establishment (ffi)/,Military,Earth Observation,LEO,Sun-Synchronous,516.0,536.0,516.0,10.0,2023-01-03,4.0,SpaceX Falcon,55015,2023
BIROS,Germany,german aerospace center (dlr),Government,Earth Observation,LEO,Sun-Synchronous,500.0,517.0,500.0,130.0,2016-06-22,4.0,ISRO PSLV,41604,2016
BisonSat,USA,salish kootenai college,Civil,Earth Observation/Technology Development,LEO,Non-Polar Inclined,497.0,801.0,497.0,1.0,2015-10-08,4.0,Atlas Family,40968,2015
BKA 2,Belarus,national academy of sciences,Government,Earth Observation,LEO,Sun-Synchronous,503.0,507.0,503.0,400.0,2012-07-22,5.0,Soyuz Family,38708,2012
BlackSky Global 1,USA,blacksky global,Commercial,Earth Observation,LEO,Sun-Synchronous,484.0,500.0,484.0,56.0,2018-11-29,4.0,ISRO PSLV,43730,2018
BlackSky Global 14,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,428.0,439.0,428.0,55.0,2021-11-18,4.0,Electron,49469,2021
BlackSky Global 15,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,426.0,438.0,426.0,55.0,2021-11-18,4.0,Electron,49470,2021
BlackSky Global 16,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,430.0,439.0,430.0,55.0,2021-12-09,4.0,Electron,49950,2021
BlackSky Global 17,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,433.0,440.0,433.0,55.0,2021-12-09,4.0,Electron,49949,2021
BlackSky Global 18,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,428.0,440.0,428.0,55.0,2022-04-02,4.0,Electron,52196,2022
BlackSky Global 19,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,449.0,457.0,449.0,55.0,2023-03-24,4.0,Electron,55982,2023
BlackSky Global 2,USA,blacksky global,Commercial,Earth Observation,LEO,Sun-Synchronous,577.0,591.0,577.0,55.0,2018-12-03,4.0,SpaceX Falcon,43812,2018
BlackSky Global 20,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,426.0,439.0,426.0,55.0,2022-04-02,4.0,Electron,52197,2022
BlackSky Global 3,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,450.0,461.0,450.0,56.0,2019-06-29,4.0,Electron,44367,2019
BlackSky Global 4,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,538.0,549.0,538.0,56.0,2019-08-19,4.0,Electron,44499,2019
BlackSky Global 5,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,,,,199.87465311986864,,4.0,Electron,55983,
BlackSky Global 7,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,400.0,410.0,400.0,56.0,2020-08-07,4.0,SpaceX Falcon,46088,2020
BlackSky Global 8,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,400.0,410.0,400.0,56.0,2020-08-07,4.0,SpaceX Falcon,46089,2020
BlackSky Global 9,USA,blacksky global,Commercial,Earth Observation,LEO,Non-Polar Inclined,448.0,460.0,448.0,56.0,2021-03-22,4.0,Electron,47971,2021
BlackSky Pathfinder 1,USA,blacksky global,Commercial,Earth Observation,LEO,Sun-Synchronous,661.0,701.0,661.0,44.0,2016-09-26,3.0,ISRO PSLV,41787,2016
Cosmos 2520,Russia,ministry of defense,Commercial/Military,Communications,GEO,Unknown,35.781,35.803,35.781,3.0,2017-08-16,15.0,Proton Family,42907,2017
Cosmos 2526,Russia,ministry of defense,Commercial/Military,Communications,GEO,Unknown,35.779,35.794,35.779,3.0,2018-04-18,15.0,Proton Family,43432,2018
Cosmos 2533,Russia,ministry of defense,Commercial/Military,Communications,GEO,Unknown,35.78,35.792,35.78,3.0,2018-12-20,15.0,Proton Family,43867,2018
Cosmos 2539,Russia,ministry of defense,Commercial/Military,Communications,GEO,Unknown,35.599,35.829,35.599,3.0,2019-08-05,15.0,Proton Family,44457,2019
Bluewalker 1,Lithuania,nanoavionics,Commercial,Technology Development,LEO,Sun-Synchronous,435.0,519.0,435.0,10.0,2019-04-01,4.0,ISRO PSLV,44105,2019
Bluewalker 3,USA,ast spacemobile,Commercial,Communications,LEO,Non-Polar Inclined,502.0,518.0,502.0,1.5,2022-09-11,4.0,SpaceX Falcon,53808,2022
Brazilsat B-4,Brazil,embratel star one,Commercial,Communications,GEO,Unknown,35.772,35.8,35.772,2.495,2000-08-17,12.0,Ariane Family,26469,2000
Brik-II,Netherlands,ministry of defense,Government,Earth Observation,LEO,Non-Polar Inclined,495.0,521.0,495.0,10.0,2021-06-30,4.0,LauncherOne,48876,2021
BRIO,USA,"spacequest, ltd.",Commercial,Technology Development,LEO,Sun-Synchronous,574.0,591.0,574.0,4.0,2018-12-03,4.0,SpaceX Falcon,43813,2018
BRISat,Indonesia,bank rakyat indonesia (bri),Commercial,Communications,GEO,Unknown,35.702,35.876,35.702,3.54,2016-06-19,15.0,Ariane Family,41591,2016
BRITE-CA-1,Canada,"university of toronto, institute for aerospace studies",Civil,Space Science,LEO,Sun-Synchronous,613.0,739.0,613.0,10.0,2014-06-19,4.0,Dnepr,40020,2014
BRITE-PL-2,Multinational,brite consortium,Government,Space Science,LEO,Sun-Synchronous,610.0,633.0,610.0,10.0,2014-08-19,2.0,Long March Family,40119,2014
BRO-1,France,unseenlabs,Commercial,Earth Observation,LEO,Non-Polar Inclined,536.0,550.0,536.0,8.0,2019-08-19,4.0,Electron,44495,2019
BRO-2,France,unseenlabs,Commercial,Earth Observation,LEO,Sun-Synchronous,492.0,512.0,492.0,8.0,2020-11-20,4.0,Electron,46941,2020
BRO-3,France,unseenlabs,Commercial,Earth Observation,LEO,Sun-Synchronous,393.0,398.0,393.0,8.0,2020-11-20,4.0,Electron,46943,2020
BRO-4,France,unseenlabs,Commercial,Earth Observation,LEO,Sun-Synchronous,520.0,563.0,520.0,8.0,2021-08-17,4.0,Vega Family,49066,2021
BRO-6,France,unseenlabs,Commercial,Earth Observation,LEO,Sun-Synchronous,514.0,522.0,514.0,8.0,2022-05-02,4.0,Electron,52422,2022
BRO-7,France,unseenlabs,Commercial,Earth Observation,LEO,Sun-Synchronous,497.0,509.0,497.0,10.0,2022-04-01,4.0,SpaceX Falcon,52174,2022
BRO-8,France,unseenlabs,Commercial,Earth Observation,LEO,Sun-Synchronous,520.0,533.0,520.0,10.0,2023-01-03,4.0,SpaceX Falcon,55011,2023
BRO-9,France,unseenlabs,Commercial,Earth Observation,LEO,Sun-Synchronous,498.0,507.0,498.0,10.0,2023-04-15,4.0,SpaceX Falcon,56185,2023
Brokkr-1,United Kingdom,astroforge,Commercial,Technology Development,LEO,Sun-Synchronous,498.0,508.0,498.0,10.0,2023-04-15,4.0,SpaceX Falcon,56179,2023
BSAT-3A,Japan,broadcasting satellite system corp.,Commercial,Communications,GEO,Unknown,35.778,35.794,35.778,1.98,2007-08-14,13.0,Ariane Family,32019,2007
BSAT-3B,Japan,broadcasting satellite system corp.,Commercial,Communications,GEO,Unknown,33.066,35.725,33.066,2.06,2010-10-28,15.0,Ariane Family,37207,2010
BSAT-3C/JCSat 110-R,Japan,broadcasting satellite system corp./sky perfect jsat corporation,Commercial,Communications,GEO,Unknown,35.784,35.787,35.784,2.91,2011-08-06,15.0,Ariane Family,37776,2011
BSAT-4A,Japan,broadcasting satellite system corp.,Commercial,Communications,GEO,Unknown,35.719,35.725,35.719,3.52,2017-09-29,15.0,Ariane Family,42951,2017
BSAT-4B,Japan,broadcasting satellite system corp.,Commercial,Communications,GEO,Unknown,35.789,35.798,35.789,3.52,2020-08-15,15.0,Ariane Family,46112,2020
Buccaneer RMM,Australia,defence science and technology group/university of new south wales,Civil/Military,Technology Development,LEO,Non-Polar Inclined,459.0,819.0,459.0,4.0,2017-11-18,5.0,Delta Family,43014,2017
Bufeng-1A,China,china academy of space technology (cast),Government,Earth Observation,LEO,Non-Polar Inclined,555.0,575.0,555.0,199.87465311986864,2019-06-05,4.0,Long March Family,44312,2019
Bufeng-1B,China,china academy of space technology (cast),Government,Earth Observation,LEO,Non-Polar Inclined,554.0,576.0,554.0,199.87465311986864,2019-06-05,4.0,Long March Family,44314,2019
Bugsat-1,Argentina,satellogic s.a.,Commercial,Technology Development,LEO,Sun-Synchronous,570.0,617.0,570.0,25.0,2014-06-19,4.0,Dnepr,40014,2014
BulgariaSat-1,Bulgaria,bulsatcom,Commercial,Communications,GEO,Unknown,35.774,35.797,35.774,3.669,2017-06-23,15.0,SpaceX Falcon,42801,2017
CACTUS-1,USA,capital technology university,Civil/Government,Technology Development,LEO,Non-Polar Inclined,493.0,514.0,493.0,4.0,2021-01-17,4.0,LauncherOne,47320,2021
Calipso,France,centre national d'etudes spatiales (cnes)/nasa,Government,Earth Science,LEO,Sun-Synchronous,702.0,703.0,702.0,587.0,2006-04-28,3.0,Delta Family,29108,2006
